game_id,date,season,home_team,away_team,home_score,away_score,winner,total_points,point_diff,venue,neutral_site,conference_game
401594924,2023-11-07,2024,LSU Tigers,Colorado Buffaloes,78,92,Colorado Buffaloes,170,14,T-Mobile Arena,True,False
401577050,2023-11-07,2024,Iowa Hawkeyes,Fairleigh Dickinson Knights,102,46,Iowa Hawkeyes,148,56,Carver-Hawkeye Arena,False,False
401595247,2023-11-07,2024,UCLA Bruins,Purdue Boilermakers,92,49,UCLA Bruins,141,43,Pauley Pavilion,False,False
401599281,2023-11-06,2024,Utah Utes,Mississippi Valley State Devilettes,104,45,Utah Utes,149,59,Jon M. Huntsman Center,False,False
401576989,2023-11-06,2024,South Carolina Gamecocks,Notre Dame Fighting Irish,100,71,South Carolina Gamecocks,171,29,Halle Georges Carpentier Arena,True,False
401594932,2023-11-06,2024,USC Trojans,Ohio State Buckeyes,83,74,USC Trojans,157,9,T-Mobile Arena,True,False
401598115,2023-11-06,2024,Virginia Tech Hokies,High Point Panthers,94,55,Virginia Tech Hokies,149,39,Cassell Coliseum,False,False
401583913,2023-11-06,2024,Ole Miss Rebels,Queens University Royals,91,44,Ole Miss Rebels,135,47,The Sandy and John Black Pavilion at Ole Miss,False,False
401582315,2023-11-07,2024,Maryland Terrapins,Harvard Crimson,98,75,Maryland Terrapins,173,23,XFINITY Center,False,False
401598210,2023-11-06,2024,Cincinnati Bearcats,Louisville Cardinals,59,77,Louisville Cardinals,136,18,Fifth Third Arena,False,False
401598309,2023-11-06,2024,Florida State Seminoles,Charleston Southern Buccaneers,99,63,Florida State Seminoles,162,36,Tucker Center,False,False
401601110,2023-11-07,2024,Baylor Bears,Southern Jaguars,85,53,Baylor Bears,138,32,Ferrell Center,False,False
401583869,2023-11-07,2024,Creighton Bluejays,North Dakota State Bison,75,52,Creighton Bluejays,127,23,Sanford Pentagon,True,False
401601163,2023-11-07,2024,Washington State Cougars,Cal Poly Mustangs,78,61,Washington State Cougars,139,17,Beasley Coliseum,False,False
401596641,2023-11-07,2024,Mississippi State Bulldogs,Alcorn State Lady Braves,77,42,Mississippi State Bulldogs,119,35,Humphrey Coliseum,False,False
