game_id,date,season,season_type,neutral_site,conference_game,attendance,venue,completed,home_team,home_id,home_score,home_conference_id,away_team,away_id,away_score,away_conference_id,winner,total_points,point_diff
401611539,20231106,2024,2,False,False,612,Smith-Hammond-Middleton Memorial Center,True,South Carolina State Bulldogs,2569,65,99,Voorhees Tigers,2679,57,99,home,122,8
401609948,20231106,2024,2,False,False,8357,Paul Porter Arena,True,Gardner-Webb Runnin' Bulldogs,2241,98,99,Erskine Flying Fleet,2215,58,99,home,156,40
401604787,20231106,2024,2,False,False,1562,The HTC Center,True,Coastal Carolina Chanticleers,324,88,99,Piedmont Lions,2496,86,99,home,174,2
401604760,20231106,2024,2,False,False,1087,Kathleen and Tom Elam Center,True,UT Martin Skyhawks,2630,104,99,Champion Christian Tigers,3134,76,99,home,180,28
401604369,20231106,2024,2,False,False,2736,Freedom Hall (TN),True,East Tennessee State Buccaneers,2193,73,99,King (TN) Tornado,2312,56,99,home,129,17
401602669,20231106,2024,2,False,False,3577,Trask Coliseum,True,UNC Wilmington Seahawks,350,105,99,Mount Olive Trojans,2418,66,99,home,171,39
401600439,20231106,2024,2,False,False,7345,Bryce Jordan Center,True,Penn State Nittany Lions,213,79,99,Delaware State Hornets,2169,45,99,home,124,34
401600231,20231106,2024,2,False,False,568,Edmunds Center,True,Stetson Hatters,56,109,99,Trinity College of Jacksonville Eagles,3174,54,99,home,163,55
401599986,20231106,2024,2,False,False,868,Swisher Gymnasium,True,Jacksonville Dolphins,294,113,99,Johnson University Florida Suns,3097,46,99,home,159,67
401599586,20231106,2024,2,False,False,2197,Timmons Arena,True,Furman Paladins,231,84,99,North Greenville Crusaders,2822,68,99,home,152,16
401597988,20231106,2024,2,False,False,1272,Hawkins Arena,True,Mercer Bears,2382,64,99,Clark Atlanta Panthers,2805,71,99,away,135,7
401597920,20231106,2024,2,False,False,2954,M.A.C. Center,True,Kent State Golden Flashes,2309,79,99,Malone Pioneers,556,58,99,home,137,21
401597899,20231106,2024,2,False,False,2366,Qubein Center,True,High Point Panthers,2272,105,99,St. Andrews Knights,2592,51,99,home,156,54
401597894,20231106,2024,2,False,False,721,Buccaneer Fieldhouse,True,Charleston Southern Buccaneers,2127,94,99,Toccoa Falls Eagles,2648,59,99,home,153,35
401597830,20231106,2024,2,False,False,2404,John M. Belk Arena,True,Davidson Wildcats,2166,86,99,Washington and Lee Generals,2688,63,99,home,149,23
401597376,20231106,2024,2,False,False,1021,University Center,True,SE Louisiana Lions,2545,90,99,Delta State Statesmen,2170,71,99,home,161,19
401594578,20231106,2024,2,False,False,1039,Jerry Richardson Indoor Stadium,True,Wofford Terriers,2747,85,99,Brevard Tornados,2913,68,99,home,153,17
401594560,20231106,2024,2,False,False,2946,McKenzie Arena,True,Chattanooga Mocs,236,89,99,Covenant Fighting Scots,2157,44,99,home,133,45
401594482,20231106,2024,2,False,False,0,Sojka Pavilion,True,Bucknell Bison,2083,57,99,Delaware Blue Hens,48,78,99,away,135,21
401594423,20231106,2024,2,False,False,4388,Hulman Center,True,Indiana State Sycamores,282,90,99,Saint Mary of the Woods College Pomeroys,126824,60,99,home,150,30
401594401,20231106,2024,2,False,False,1952,Joseph G. Echols Hall,True,Norfolk State Spartans,2450,102,99,Penn State - Wilkes-Barre Mountain Lions,111942,55,99,home,157,47
401594393,20231106,2024,2,False,False,4474,MVP Arena,True,Siena Saints,2561,73,99,Holy Cross Crusaders,107,71,99,home,144,2
401594380,20231106,2024,2,False,False,1300,Alumni Gymnasium (Rider),True,Rider Broncs,2520,113,99,Immaculata Mighty Macs,107554,67,99,home,180,46
401594169,20231106,2024,2,False,False,2364,UPMC Cooper Fieldhouse,True,Duquesne Dukes,2184,79,99,Cleveland State Vikings,325,77,99,home,156,2
401592849,20231106,2024,2,False,False,11216,Colonial Life Arena,True,South Carolina Gamecocks,2579,82,99,South Carolina Upstate Spartans,2908,53,99,home,135,29
401591550,20231106,2024,2,False,False,2500,Burr Gymnasium,True,Howard Bison,47,92,99,Hampton Pirates,2261,80,99,home,172,12
401588585,20231106,2024,2,False,False,1776,Stroh Center,True,Bowling Green Falcons,189,70,99,Chicago State Cougars,2130,41,99,home,111,29
401587184,20231106,2024,2,False,False,950,John J. Lee Amphitheater,True,Yale Bulldogs,43,102,99,Vassar Brewers,185,53,99,home,155,49
401587164,20231106,2024,2,True,False,6103,CURE Insurance Arena,True,Rutgers Scarlet Knights,164,61,99,Princeton Tigers,163,68,99,away,129,7
401586898,20231106,2024,2,False,False,4118,Thomas M. Ryan Center,True,Rhode Island Rams,227,81,99,Central Connecticut Blue Devils,2115,70,99,home,151,11
401584449,20231106,2024,2,False,False,1849,UCCU Center,True,Utah Valley Wolverines,3084,81,99,Carroll (MT) Fighting Saints,2104,73,99,home,154,8
401584370,20231106,2024,2,False,False,3664,Liberty Arena (VA),True,Liberty Flames,2335,103,99,Mid-Atlantic Christian Mustangs,108806,43,99,home,146,60
401584335,20231106,2024,2,False,False,2129,UNF Arena,True,North Florida Ospreys,2454,92,99,Coastal Georgia Mariner,3189,55,99,home,147,37
401583759,20231106,2024,2,False,False,6361,Littlejohn Coliseum,True,Clemson Tigers,228,78,99,Winthrop Eagles,2737,56,99,home,134,22
401583744,20231106,2024,2,False,False,3145,EagleBank Arena,True,George Mason Patriots,2244,72,99,Monmouth Hawks,2405,61,99,home,133,11
401583607,20231106,2024,2,False,False,4529,Minges Coliseum,True,East Carolina Pirates,151,91,99,Ferrum Panthers,366,61,99,home,152,30
401583589,20231106,2024,2,False,False,12488,Lenovo Center,True,NC State Wolfpack,152,72,99,The Citadel Bulldogs,2643,59,99,home,131,13
401582026,20231106,2024,2,False,False,11010,KFC Yum! Center,True,Louisville Cardinals,97,94,99,UMBC Retrievers,2378,93,99,home,187,1
401582011,20231106,2024,2,False,False,7338,Purcell Pavilion,True,Notre Dame Fighting Irish,87,70,99,Niagara Purple Eagles,315,63,99,home,133,7
401581854,20231106,2024,2,False,False,5371,Chartway Arena,True,Old Dominion Monarchs,295,71,99,Virginia Wesleyan Blue Marlins,2672,57,99,home,128,14
401581845,20231106,2024,2,False,False,4443,Cam Henderson Center,True,Marshall Thundering Herd,276,89,99,Queens University Royals,2511,73,99,home,162,16
401581763,20231106,2024,2,False,False,1364,University Arena (MI),True,Western Michigan Broncos,2711,76,99,North Dakota State Bison,2449,80,99,away,156,4
401581736,20231106,2024,2,False,False,450,Lavietes Pavilion,True,Harvard Crimson,108,78,99,Massachusetts-Boston Beacons,2660,50,99,home,128,28
401581156,20231106,2024,2,False,False,11069,Amica Mutual Pavilion,True,Providence Friars,2507,78,99,Columbia Lions,171,59,99,home,137,19
401577715,20231106,2024,2,False,False,721,William H. Pitt Center,True,Sacred Heart Pioneers,2529,95,99,Sarah Lawrence Gryphons,108862,51,99,home,146,44
401577691,20231106,2024,2,False,False,4223,Savage Arena,True,Toledo Rockets,2649,94,99,Detroit Mercy Titans,2174,60,99,home,154,34
401577656,20231106,2024,2,False,False,1036,Cotterell Court,True,Colgate Raiders,2142,72,99,Brown Bears,225,70,99,home,142,2
401577647,20231106,2024,2,False,False,5265,TD Arena,True,Charleston Cougars,232,71,99,Iona Gaels,314,69,99,home,140,2
